    { id: 10596, type: 'finisher', name: 'Kwismas Spiced Api Juice', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71010596.webp' },
    { id: 25108, type: 'finisher', name: 'Goddess Pandawa Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71025108.webp' },
    { id: 25109, type: 'finisher', name: 'God Iop Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71025109.webp' },
    { id: 26282, type: 'finisher', name: 'Rushu Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026282.webp' },
    { id: 26283, type: 'finisher', name: 'God Sadida Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026283.webp' },
    { id: 26389, type: 'finisher', name: 'God-King Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026389.webp' },
    { id: 26390, type: 'finisher', name: 'Krosmic Balance Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026390.webp' },
    { id: 26744, type: 'finisher', name: 'Ogrest Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026744.webp' },
    { id: 26745, type: 'finisher', name: 'Remington Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71026745.webp' },
    { id: 27318, type: 'finisher', name: 'Nogord Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027318.webp' },
    { id: 27319, type: 'finisher', name: 'Aguabrial Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027319.webp' },
    { id: 27522, type: 'finisher', name: 'Black Crow Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027522.webp' },
    { id: 27523, type: 'finisher', name: 'Steel Beak Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027523.webp' },
    { id: 27524, type: 'finisher', name: 'Harebourg Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027524.webp' },
    { id: 27892, type: 'finisher', name: 'Heroic Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027892.webp' },
    { id: 27893, type: 'finisher', name: 'Master of Beasts Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027893.webp' },
    { id: 27894, type: 'finisher', name: 'Wa Wabbit Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027894.webp' },
    { id: 27969, type: 'finisher', name: 'Magmog Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027969.webp' },
    { id: 27970, type: 'finisher', name: 'Shadofang Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027970.webp' },
    { id: 27971, type: 'finisher', name: 'Dragon Pig Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71027971.webp' },
    { id: 28118, type: 'finisher', name: 'Agony Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71028118.webp' },
    { id: 28119, type: 'finisher', name: 'Yugo's Retaliation Finisher', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71028119.webp' },
    { id: 29720, type: 'equipment_aura', name: 'Goultard's Wig Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029720.webp' },
    { id: 29721, type: 'equipment_aura', name: 'Gelano Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029721.webp' },
    { id: 29722, type: 'equipment_aura', name: 'Bherbal Bherb Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029722.webp' },
    { id: 29723, type: 'equipment_aura', name: 'Fredalon Stripes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029723.webp' },
    { id: 29724, type: 'equipment_aura', name: 'Meridia Insignia Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029724.webp' },
    { id: 29725, type: 'equipment_aura', name: 'Otomai's Disciple Armor Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029725.webp' },
    { id: 29727, type: 'equipment_aura', name: 'Celestial Bearbarian Amulet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029727.webp' },
    { id: 29728, type: 'equipment_aura', name: 'Cornpop Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029728.webp' },
    { id: 29729, type: 'equipment_aura', name: 'Mori Memento Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029729.webp' },
    { id: 29730, type: 'equipment_aura', name: 'Grazor Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029730.webp' },
    { id: 29731, type: 'equipment_aura', name: 'Solomonk Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029731.webp' },
    { id: 29732, type: 'equipment_aura', name: 'Powerful Dazzling Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029732.webp' },
    { id: 29734, type: 'equipment_aura', name: 'Hollow Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029734.webp' },
    { id: 29735, type: 'equipment_aura', name: 'Nettlez Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029735.webp' },
    { id: 29736, type: 'equipment_aura', name: 'Harry Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029736.webp' },
    { id: 29737, type: 'equipment_aura', name: 'Asse Shield Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029737.webp' },
    { id: 29738, type: 'equipment_aura', name: 'Kel'Dwa Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029738.webp' },
    { id: 29739, type: 'equipment_aura', name: 'Stimpaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029739.webp' },
    { id: 29740, type: 'equipment_aura', name: 'Soft Oak Hat Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029740.webp' },
    { id: 29741, type: 'equipment_aura', name: 'Dark Vlad's Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029741.webp' },
    { id: 29742, type: 'equipment_aura', name: 'Flaxhid Talisman Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029742.webp' },
    { id: 29743, type: 'equipment_aura', name: 'Souleater Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029743.webp' },
    { id: 29744, type: 'equipment_aura', name: 'Golden Keychain Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029744.webp' },
    { id: 29745, type: 'equipment_aura', name: 'Lord of the Rats' Ceremonial Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029745.webp' },
    { id: 29746, type: 'equipment_aura', name: 'Goultard's Headgear Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029746.webp' },
    { id: 29747, type: 'equipment_aura', name: 'Chafeerce Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029747.webp' },
    { id: 29748, type: 'equipment_aura', name: 'Sentiment Ring Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029748.webp' },
    { id: 29749, type: 'equipment_aura', name: 'Lucloak Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029749.webp' },
    { id: 29750, type: 'equipment_aura', name: 'Bygone Hand Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029750.webp' },
    { id: 29751, type: 'equipment_aura', name: 'Dora N.I.O. Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029751.webp' },
    { id: 29752, type: 'equipment_aura', name: 'Wounded Straps Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029752.webp' },
    { id: 29754, type: 'equipment_aura', name: 'Dazzling Signet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029754.webp' },
    { id: 29755, type: 'equipment_aura', name: 'Mak Assutra Amulet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029755.webp' },
    { id: 29756, type: 'equipment_aura', name: 'Belt of the Winds Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029756.webp' },
    { id: 29757, type: 'equipment_aura', name: 'Daggers Sives Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029757.webp' },
    { id: 29758, type: 'equipment_aura', name: 'Monkey King Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029758.webp' },
    { id: 29759, type: 'equipment_aura', name: 'Otomai's Pilgrim Shoes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029759.webp' },
    { id: 29761, type: 'equipment_aura', name: 'Ougaat Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029761.webp' },
    { id: 29762, type: 'equipment_aura', name: 'Inky Veil Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029762.webp' },
    { id: 29763, type: 'equipment_aura', name: 'Chase Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029763.webp' },
    { id: 29764, type: 'equipment_aura', name: 'Prismatic Dofus Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029764.webp' },
    { id: 29765, type: 'equipment_aura', name: 'Fan Shield Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029765.webp' },
    { id: 29766, type: 'equipment_aura', name: 'Mark VII Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029766.webp' },
    { id: 29767, type: 'equipment_aura', name: 'Coat of the Sorcerer-King Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029767.webp' },
    { id: 29768, type: 'equipment_aura', name: 'Deluxe Mental Amulet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029768.webp' },
    { id: 29769, type: 'equipment_aura', name: 'Ogrest's Wrath Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029769.webp' },
    { id: 29770, type: 'equipment_aura', name: 'Sulik Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029770.webp' },
    { id: 29771, type: 'equipment_aura', name: 'Thrusty Staff Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029771.webp' },
    { id: 29772, type: 'equipment_aura', name: 'Belt of Shadows Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029772.webp' },
    { id: 29773, type: 'equipment_aura', name: 'Amakna Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029773.webp' },
    { id: 29774, type: 'equipment_aura', name: 'Sufokia Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029774.webp' },
    { id: 29775, type: 'equipment_aura', name: 'Bonta Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029775.webp' },
    { id: 29776, type: 'equipment_aura', name: 'Brakmar Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029776.webp' },
    { id: 29777, type: 'equipment_aura', name: 'Pierced Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029777.webp' },
    { id: 29778, type: 'equipment_aura', name: 'Fave O'Right Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029778.webp' },
    { id: 29779, type: 'equipment_aura', name: 'Chee Cape Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029779.webp' },
    { id: 29780, type: 'equipment_aura', name: 'Captain Amakna Shield Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029780.webp' },
    { id: 29781, type: 'equipment_aura', name: 'Kovak's Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029781.webp' },
    { id: 29782, type: 'equipment_aura', name: 'Lichen's Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029782.webp' },
    { id: 29783, type: 'equipment_aura', name: 'Zoth Warrior Helmet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029783.webp' },
    { id: 29784, type: 'equipment_aura', name: 'Rest Vest Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029784.webp' },
    { id: 29785, type: 'equipment_aura', name: 'True Power Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029785.webp' },
    { id: 29786, type: 'equipment_aura', name: 'Koolich Headgear Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029786.webp' },
    { id: 29787, type: 'equipment_aura', name: 'Cherished Cloak Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029787.webp' },
    { id: 29788, type: 'equipment_aura', name: 'Last Ring Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029788.webp' },
    { id: 29789, type: 'equipment_aura', name: 'Turquoise Dofus Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029789.webp' },
    { id: 29790, type: 'equipment_aura', name: 'Eternal Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029790.webp' },
    { id: 29791, type: 'equipment_aura', name: 'Eachure Hat Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029791.webp' },
    { id: 29792, type: 'equipment_aura', name: 'Mirage Amulet Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029792.webp' },
    { id: 29793, type: 'equipment_aura', name: 'Beber Breastplate Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029793.webp' },
    { id: 29794, type: 'equipment_aura', name: 'Galon d'Orf Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029794.webp' },
    { id: 29795, type: 'equipment_aura', name: 'Noh Cape Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029795.webp' },
    { id: 29796, type: 'equipment_aura', name: 'Portal Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029796.webp' },
    { id: 29797, type: 'equipment_aura', name: 'Dofushu Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029797.webp' },
    { id: 29802, type: 'equipment_aura', name: 'Anti-UH Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71029802.webp' },
    { id: 30768, type: 'equipment_aura', name: 'Ice Knight Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030768.webp' },
    { id: 30769, type: 'equipment_aura', name: 'Koko's Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030769.webp' },
    { id: 30770, type: 'equipment_aura', name: 'Sine's Breastplate Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030770.webp' },
    { id: 30771, type: 'equipment_aura', name: 'Jr.'s Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030771.webp' },
    { id: 30772, type: 'equipment_aura', name: 'Ghast's Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030772.webp' },
    { id: 30773, type: 'equipment_aura', name: 'Valdain's Sword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71030773.webp' },
    { id: 31016, type: 'equipment_aura', name: 'Draconicloak Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031016.webp' },
    { id: 31383, type: 'equipment_aura', name: 'Frrried Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031383.webp' },
    { id: 31384, type: 'equipment_aura', name: 'Lolzewolf's Necklace Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031384.webp' },
    { id: 31385, type: 'equipment_aura', name: 'Charon's Cloak Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031385.webp' },
    { id: 31386, type: 'equipment_aura', name: 'Floramor Root Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031386.webp' },
    { id: 31387, type: 'equipment_aura', name: 'Tal Kasha's Broadsword Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031387.webp' },
    { id: 31388, type: 'equipment_aura', name: 'Ivory Dofus Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031388.webp' },
    { id: 31586, type: 'equipment_aura', name: 'Toross's Blade Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71031586.webp' },
    { id: 32344, type: 'equipment_aura', name: 'Kwakwa Hat Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032344.webp' },
    { id: 32345, type: 'equipment_aura', name: 'Kris Breastplate Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032345.webp' },
    { id: 32346, type: 'equipment_aura', name: 'Akro Belt Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032346.webp' },
    { id: 32347, type: 'equipment_aura', name: 'Spore Boots Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032347.webp' },
    { id: 32348, type: 'equipment_aura', name: 'Wyze Epaulettes Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032348.webp' },
    { id: 32349, type: 'equipment_aura', name: 'Reiem Ring Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032349.webp' },
    { id: 32355, type: 'equipment_aura', name: 'Ebony Dofus Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032355.webp' },
    { id: 32451, type: 'equipment_aura', name: 'Temporal Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032451.webp' },
    { id: 32452, type: 'equipment_aura', name: 'Eliacube Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032452.webp' },
    { id: 32645, type: 'equipment_aura', name: 'Nox Greatcoat Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032645.webp' },
    { id: 32687, type: 'equipment_aura', name: 'Neo Royal Gobball Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032687.webp' },
    { id: 32688, type: 'equipment_aura', name: 'Neo Royal Piwi Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032688.webp' },
    { id: 32689, type: 'equipment_aura', name: 'Neo Royal Moogrr Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032689.webp' },
    { id: 32690, type: 'equipment_aura', name: 'Neo Joel the Golem Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032690.webp' },
    { id: 32691, type: 'equipment_aura', name: 'Neo Royal Blibli Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032691.webp' },
    { id: 32692, type: 'equipment_aura', name: 'Neo Vampyro Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032692.webp' },
    { id: 32693, type: 'equipment_aura', name: 'Neo Black Crow Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032693.webp' },
    { id: 32694, type: 'equipment_aura', name: 'Neo Kya, Missiz Freezz Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032694.webp' },
    { id: 32695, type: 'equipment_aura', name: 'Neo Soft Oak Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032695.webp' },
    { id: 32696, type: 'equipment_aura', name: 'Neo Wa Wabbit Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032696.webp' },
    { id: 32697, type: 'equipment_aura', name: 'Neo Remington Smisse Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032697.webp' },
    { id: 32698, type: 'equipment_aura', name: 'Neo Pandora Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032698.webp' },
    { id: 32699, type: 'equipment_aura', name: 'Neo Ogrest Aura', imageUrl: 'https://storage.googleapis.com/wakfu_nexus_data/img/items/71032699.webp' },
